gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE30528,logFC_GSE30528,g_GSE96804,logFC_GSE96804,g_GSE104948,logFC_GSE104948,stouffer_z,stouffer_p,neglog10fdr
KIF23,3,1.1388939184614126,0.255629753145722,4.455247890538723,8.379631489481456e-06,0.0475108290541371,2.5996102349778694,23.065389838449143,0.3011023644758335,3,0,True,"GSE30528,GSE96804,GSE104948",0.000244665458954,0.622209802982142,0.2232539454700854,1.199499394045471,0.284584804878051,1.6591576970572777,0.3954683430793642,5.436067839768276,5.446922347674007e-08,3.6114273385538973
TINF2,3,0.9422692777083104,0.2115169805735604,4.454816228716974,8.396508480366288e-06,0.0,0.570237701985726,0.0,0.2911321373557022,3,0,True,"GSE30528,GSE96804,GSE104948",0.000244665458954,1.2217357884951794,0.4439684445384615,0.8205675948135792,0.2211811585365817,0.990627428268936,0.2082468089920635,4.491447561760313,7.074071913330371e-06,3.6114273385538973
MYCT1,3,-0.9506720142974776,0.2136327007107326,-4.4500304079604645,8.585813202672017e-06,0.0019329965385016,2.026326467621644,1.2992214256838788,-0.4878958675074344,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002484077056777,-0.5932894871365811,-0.2438879745128205,-1.2377655586262493,-0.9884381707317048,-0.6838984092966625,-0.231361457277778,-4.653170425951727,3.2686986643950485e-06,3.60483493634812
ANXA3,3,0.944515169859106,0.2122499248302185,4.450014154844276,8.586462996229721e-06,0.0005157983184376,2.006701738076756,0.3339678214052277,0.7215925731349447,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002484077056777,0.6558594199243634,0.5352522751880341,0.86983130028507,0.5158894024390239,1.5377208167473644,1.1136360417777764,4.703410141500987,2.558517281063999e-06,3.60483493634812
GOLIM4,3,-0.94109962321954,0.2115050151437807,-4.449538099982084,8.605516355317868e-06,0.0,1.971411841763151,0.0,-0.39047660640164,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002484077056777,-0.4307889217078917,-0.178050900034188,-1.086731303585762,-0.6781570731707323,-1.176413329818102,-0.315221846,-4.6107380628752805,4.01241852987752e-06,3.60483493634812
SMARCA4,3,0.940227405569062,0.2113285496061717,4.449126288526817,8.622031060109183e-06,0.0,0.4030010299240972,0.0,0.2160120962288926,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002484077056777,1.164719716545972,0.3118943042991453,0.8337662263823955,0.1225684756097553,0.9979131965091096,0.2135735087777774,4.391936735302114,1.123453930150042e-05,3.60483493634812
FAN1,3,-0.9400045518972914,0.2113481105766435,-4.447660068181244,8.681076531568584e-06,0.0,1.2982555443948531,0.0,-0.1773862827732912,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002495468112175,-0.7314737626799301,-0.1892513511367521,-1.1639293606324763,-0.2156099390243904,-0.6380056714495759,-0.1272975581587312,-4.443426041033875,8.853760004008452e-06,3.6028479753049387
EZH2,3,2.038699201657476,0.4584337412553484,4.447096751811548,8.703864170108036e-06,0.4072139116764288,5.806951846047955,65.5585227323498,0.5669256902564154,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002496408754798,1.480501143084528,0.4878872981623932,1.7105832498556337,0.3521972804878048,3.3078903002355764,0.860692492119048,8.287650443812593,1.1550745269314714e-16,3.602684303036438
TERF1,3,-0.9374579689964224,0.2109207241320456,-4.4445986654660485,8.80560901284984e-06,0.0,0.1613882125815294,0.0,-0.2686022364854809,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002514315859204,-0.9434407836588948,-0.3875134864444444,-0.9971158913327216,-0.1984920731707316,-0.784747058382944,-0.2198011498412668,-4.485177996648926,7.285309129849298e-06,3.59958016527668
IGKC,3,0.9385355061743764,0.2112045167090906,4.443728386107852,8.841320916099718e-06,0.0,0.2773361986890417,0.0,1.692605064068377,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002518890359883,1.1412235186669657,2.083526857094017,0.8599435452345645,1.3804615000000018,0.941935523758648,1.6138268351111122,4.6105614775191865,4.015828565249829e-06,3.5987907356912836
CCL11,3,0.935633446619568,0.2108266529620103,4.43792771679662,9.082910866659453e-06,0.0,0.5443513428258752,0.0,0.6260345908429622,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002581968795695,0.6593285973981639,0.2526089577350427,1.0189189093563578,1.2231401463414633,1.0337603712877257,0.4023546684523804,4.573155735578991,4.804327687237008e-06,3.588049010690576
RBM14,3,0.9615382780112756,0.2167196065343082,4.436784900950148,9.13124557849498e-06,0.0043507897530714,2.0576357441987643,2.801066435653674,0.2040769614965998,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002589953291354,1.186456391397868,0.3523553263504274,1.1129934850697931,0.1470063658536586,0.4215290905098047,0.1128691922857134,4.488545792904749,7.171101053501434e-06,3.58670806815432
CPE,3,1.5713463158262688,0.3542094979469933,4.436206044540955,9.155821633526526e-06,0.1927487623246349,4.070240540983641,50.86285491332001,0.7872305785395927,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002591178547258,1.3523174152696027,0.470461356923077,1.2193188970744515,0.6763869512195102,2.4947685030582805,1.2148434274761906,6.828118210926077,8.603568200443486e-12,3.5865026605698307
CLTC,3,1.0350139802468985,0.2335158203002023,4.432307750782408,9.322981872092032e-06,0.0227647472967249,2.304192758220172,13.20170619992484,0.1772994066781899,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002632661900834,0.6279488390355956,0.1270939037008547,1.3585519283244551,0.2253082926829233,0.8237105371789645,0.1794960236507918,4.924509295538007,8.457230886230776e-07,3.579604911509325
HLA-DQB1,3,0.940023309412998,0.2121357673653879,4.431234398081858,9.369517107984407e-06,0.0,1.6196347647909843,0.0,0.9485550433447528,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002638577577482,1.3442167504561364,1.241537921111111,0.7181176094350746,0.5546114024390221,1.1642088076831738,1.0495158064841252,4.6331467190442535,3.601491036539501e-06,3.5786301324980148
LAIR1,3,1.4322944422129291,0.3232981933150314,4.430258107929661,9.412036842781917e-06,0.1406209040712669,3.5710494852315757,43.994055297435786,0.5488642699655486,3,0,True,"GSE30528,GSE96804,GSE104948",0.000264032401958,1.325070784848499,0.6783007485042734,1.0832704566956846,0.3199236341463423,2.2442318933265404,0.6483684272460302,6.308917926747776,2.809930677302019e-10,3.578342773402623
FAM155A,3,0.933663910053625,0.2107903433586191,4.429348589584941,9.45181432114193e-06,0.0,0.2815801461934278,0.0,0.3825702392048556,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002645680717637,0.8209424747189218,0.2464472793247863,0.9031450134883158,0.4800785731707329,1.1421915266065614,0.4211848651190477,4.525557836959388,6.0236404362496045e-06,3.5774625679092984
PTPRK,3,1.0000450990254162,0.2258316743947781,4.428276510394328,9.498907573420986e-06,0.0144169476030889,2.1926396311791967,8.785740640635758,0.2820913431050607,3,0,True,"GSE30528,GSE96804,GSE104948",0.000265305732924,0.4773082959022292,0.2101165021794871,1.2350476297490642,0.302055585365852,1.076367505119401,0.334101941769843,4.889663602589476,1.010084436392109e-06,3.576253365357446
TIAM1,3,-1.1290114613780493,0.2549851571269901,-4.427753654757905,9.521956305227912e-06,0.0449908881172049,2.5442579364986297,21.39161791306543,-0.6984797677310263,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002653700763757,-1.2776532142742485,-1.154352641692308,-0.8217144966665049,-0.1971495853658522,-1.6916362452896068,-0.7439370761349187,-5.265566698692688,1.3975756592903525e-07,3.5761480505657515
MT1M,3,-0.9340591631688172,0.2111060577457103,-4.424596684449228,9.662262398180004e-06,0.0,1.2883414150078,0.0,-0.6074563744038818,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002686949143424,-0.5755484982289342,-0.5976718117435895,-0.962918635918717,-0.426495853658535,-1.2905036377675096,-0.7982014578095207,-4.6257866880633225,3.731792209214144e-06,3.570740553492155
MAP7D3,3,0.932665256229788,0.2112191562899036,4.415628168449275,1.0071708232505115e-05,0.0,0.735676408528233,0.0,0.2569105995489402,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002794735178095,1.0512459893533137,0.3596853438034188,0.7840967296340915,0.2471706097561004,1.2211879182380858,0.1638758450873014,4.372643568213379,1.227510421856186e-05,3.553659338454093
CSNK1E,3,0.9336051461457174,0.2116511720657503,4.411055875729756,1.0286776643236904e-05,0.0,0.9610042903983176,0.0,0.2902460156729148,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002848234779659,1.3310467797472678,0.4243151191025641,0.7979626550808363,0.165629634146339,0.9174550501991502,0.2807932937698414,4.455998258260551,8.350370966757978e-06,3.5454242147164203
GAS7,3,0.928751958195218,0.2106139807487099,4.409735549813005,1.0349692862393991e-05,0.0,0.3077608902986228,0.0,0.2277122364337923,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002859465898396,0.7212513229745727,0.162606248051282,1.0049643135144672,0.2443100731707295,0.9635782152804636,0.2762203880793654,4.429434478448593,9.448051144588862e-06,3.5437150784237446
HDC,3,0.9278732222623278,0.210730013774646,4.403137482136704,1.0669650324781774e-05,0.0,0.7225200564801801,0.0,0.2276485464551059,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002941512218849,0.6266977998585314,0.1835601767350427,0.983851631489875,0.1195579878048778,1.1293327495017589,0.3798274748253973,4.397291264770396,1.0961021198566943e-05,3.531429343241969
SCN3A,3,0.9279837870532472,0.2109860331020752,4.398318568339962,1.0909276941795871e-05,0.0,0.5761711179916549,0.0,0.266747119135501,3,0,True,"GSE30528,GSE96804,GSE104948",0.0002995090281824,1.0018734012264352,0.2501121628888889,1.0206375641711625,0.3137898170731712,0.6345333778109253,0.2363393774444429,4.421947976148933,9.781501133863627e-06,3.5235900820202355
PPP1R26,3,-0.9325955212731724,0.2120360351389623,-4.398287869616011,1.0910819819655686e-05,0.0,1.5083775211301924,0.0,-0.3016623756747474,0,3,True,"GSE30528,GSE96804,GSE104948",0.0002995090281824,-1.4463020057306242,-0.5421823518461538,-0.7714444162046944,-0.1370401341463427,-0.8936956234040189,-0.2257646410317457,-4.450340664223683,8.573418279583013e-06,3.5235900820202355
EHD3,3,-1.2613910323855608,0.2868776307978659,-4.396965454843488,1.0977480804698793e-05,0.0870411533858157,3.0412651038901206,34.23789338713765,-1.4959837101950615,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003006936497938,-1.86780888221172,-2.3345050126153843,-1.3040026297177982,-1.650008170731704,-0.6989088784694388,-0.5034379472380959,-5.975174127651589,2.298445485179119e-09,3.5218757434612797
FGF18,3,0.9306479439882744,0.2117812087331473,4.394383947260058,1.1108732893635516e-05,0.0,1.3968628224371906,0.0,0.2419319187574922,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003036386990927,1.3091786260906646,0.4497802180341881,0.9472206462729976,0.1664321463414646,0.5553208037376999,0.109583391896824,4.393755171033909,1.1140928049902069e-05,3.517642877930227
ELK3,3,1.2400195281366502,0.2823391259182208,4.391950722748288,1.1233816384388093e-05,0.0838159756488919,3.041051331150753,34.23327059582427,0.3861055052071087,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003064029407016,0.6329734435377427,0.2232925433760684,1.4130175782530887,0.4643549146341463,1.6571734472559023,0.4706690576111114,5.954277078227458,2.6122391842364846e-09,3.513707070879025
AEBP1,3,1.4564943008322098,0.3317140616623358,4.390812658146612,1.1292780716361667e-05,0.1561641525105854,3.759348410900981,46.799291222899136,1.1731022979601382,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003073558530291,1.0621386226952017,0.5497491537350427,1.2546089405637684,1.2919694024390251,2.349759172724597,1.6775883377063463,6.612807383759664,3.770989967895216e-11,3.512358512121659
SLIT3,3,1.6280482530347018,0.3710798273059221,4.387326211867944,1.1475261735331562e-05,0.2314825251605704,4.566382632223149,56.2016554222418,0.6937024443191085,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003109990426236,0.8803980440641449,0.1677565516410256,1.8204037205929144,1.337494621951219,2.2502411214611007,0.575856159365081,7.360621045705881,1.8305655444605331e-13,3.507240947898975
ANGPT2,3,1.3584489080971214,0.3100161197911428,4.381865397877715,1.1766749935352825e-05,0.1270057099922136,3.5523192938976225,43.69875468582696,0.531194229712033,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003182246620994,0.7324920220054266,0.1707848047264957,1.736627191128078,1.0424731585365867,1.4700433052263937,0.3803247258730167,6.515894807935318,7.225760129150584e-11,3.497266165988495
PDGFRA,3,0.9247803975394824,0.2111985566476988,4.37872498855242,1.1937565915697809e-05,0.0,1.423154976892988,0.0,0.534644541357292,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003221010482902,0.8436492352450201,0.2284566783504273,0.7849717035534393,0.6552304146341452,1.4367062418485472,0.7202465310873034,4.5225097153211085,6.111068076461527e-06,3.4920078617499812
PLA2G4A,3,1.5707074336067472,0.3587476169593327,4.37830764401928,1.1960443866312224e-05,0.2010450359490042,4.136756910329436,51.65294835173848,0.9466341440258448,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003221010482902,1.596089007282853,0.929525098974359,1.1133451911109538,0.4447885000000013,2.358518303342962,1.4655888331031743,6.732104668292977,1.6722626979406747e-11,3.4920078617499812
ARID5A,3,1.018909235773754,0.2327696327022637,4.3773288806836925,1.2014261875513012e-05,0.0208203540867361,2.261185100833929,11.550805846792615,0.257691272452589,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003221937901709,0.9816482734802032,0.2883606675128205,0.7998336655570465,0.1287527804878037,1.6539309783727023,0.3559603693571427,4.750795384087389,2.026180800604779e-06,3.4918828342473436
TEX11,3,-0.9224928070582984,0.2107910699536251,-4.376337229377176,1.206902419815435e-05,0.0,1.1724177786514534,0.0,-0.3157955789337783,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003228385984111,-0.5522486240875782,-0.1805171522051282,-0.9808516230927612,-0.0989082317073162,-1.208145071277137,-0.6679613528888906,-4.367025205870341,1.25950197329911e-05,3.4910145468284717
RPS24,3,0.9267419978479706,0.2117792787031804,4.37598051859855,1.2088781163144515e-05,0.0,1.6620364231328468,0.0,0.3386140144419545,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003228385984111,1.2547223663060978,0.4010684451880341,0.6969645982080803,0.1315141951219542,1.24744185294878,0.4832594030158752,4.461139435121543,8.15250221696479e-06,3.4910145468284717
PLCB1,3,0.922919127201223,0.2110130337557272,4.373754126816698,1.221279251964382e-05,0.0,1.7152402638754076,0.0,0.2304785607098036,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003254709206485,0.4642983997926999,0.07075188308547,1.135748964819726,0.4880322195121946,0.92401371828078,0.1326515795317462,4.338631763392694,1.4337251653970706e-05,3.4874878076059246
MBNL3,3,-1.2224625307935006,0.2795406606517006,-4.373111689525026,1.2248801765989904e-05,0.080764012768067,3.017419690484875,33.718202797350465,-0.4648171225461008,0,3,True,"GSE30528,GSE96804,GSE104948",0.000325751917236,-0.6141915258970518,-0.2856120476923077,-1.4900547545001035,-0.7258001707317092,-1.4558549082559455,-0.3830391492142855,-5.948683835549878,2.7030718286554902e-09,3.4871130195368973
SEL1L3,3,1.3548039871617377,0.3101682789011667,4.3679643578041,1.2540995293582482e-05,0.1204253932664442,3.3662894530686174,40.587402602088936,0.8394483934915815,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003324223396334,1.4752552476833427,0.9414093401965812,0.955839183582158,0.5234762926829255,2.000394602681405,1.0534595475952375,6.02113766085576,1.731953735923316e-09,3.4783097982046924
FLT1,3,-1.244537034618474,0.2849358459604634,-4.367779808199916,1.2551593968335171e-05,0.0830905128275443,2.9656598956829434,32.5613836262424,-1.044294208400504,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003324223396334,-1.7643946147005916,-1.901974533333333,-0.870175992512725,-0.6896863414634176,-1.4846885233761185,-0.5412217504047616,-5.6188687674993005,1.9221177730585542e-08,3.4783097982046924
RASSF8,3,-0.9213715835889348,0.2110328465055735,-4.366010309985563,1.2653650954572528e-05,0.0,1.349039462008418,0.0,-0.3809149768667128,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003344328574605,-0.7787564582430089,-0.3022653016837606,-0.8105027928303349,-0.4491147804878057,-1.4200408309862127,-0.3913648484285721,-4.506310767378375,6.5964458342921e-06,3.475691060441248
TNFRSF11B,3,0.9572700139803898,0.2194417505288194,4.362296653547114,1.2870419185616096e-05,0.0074008543836493,2.094035739341182,4.490646342586642,0.8234394297902042,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003390884745174,0.9790080007673442,0.7996788869230769,0.7426734904218788,0.5324893414634104,1.554059538177731,1.1381500609841255,4.717141556528881,2.391812805682632e-06,3.469686971468036
TPX2,3,0.9175795338167,0.2103533771306046,4.362086058865559,1.2882817277633103e-05,0.0,0.1116932195122711,0.0,0.33950783339898,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003390884745174,0.8015586255939022,0.320435391076923,0.9738394891776512,0.3695127317073181,0.899667247165626,0.3285753774126991,4.458187066298262,8.265575456879564e-06,3.469686971468036
KMT2D,3,0.9176612441158448,0.2104049158594681,4.361405912819838,1.292293658903512e-05,0.0,0.0520558226627214,0.0,0.1372158571354809,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003394460058458,0.8880073891751505,0.1160974669829059,0.8946426474825836,0.1571051951219511,1.009757500008791,0.1384449093015858,4.093507423298464,4.248964668537625e-05,3.469229297165859
MRE11A,3,0.9207393609962052,0.211207978850849,4.359396676232642,1.3042151442110046e-05,0.0,1.971833605910997,0.0,0.1638530783689461,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003418651869541,0.6367823094687921,0.1255792853846154,1.201400889155559,0.2396729999999998,0.5793426701107445,0.1263069497222231,4.356029577492173,1.3244288772761715e-05,3.4661451223198614
GABRE,3,1.3754093002686096,0.315536462015064,4.358955194860955,1.306848627427752e-05,0.1299329282543813,3.4879247250658336,42.659312982671935,0.3717558940774495,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003418651869541,1.123585711103894,0.2920160884615385,1.1092997514865184,0.2297517317073181,2.2211606721386628,0.5934998620634921,6.078241324858968,1.2150779717220444e-09,3.4661451223198614
BRCA2,3,0.9289897764253172,0.2131670471458775,4.35803652048329,1.3123448889210889e-05,0.0017384892063548,2.023656618835701,1.1690036054294597,0.1192776648897623,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003426023636546,0.7988780049673071,0.1378816561965812,1.1937411789857844,0.1845143658536581,0.4701810579100006,0.0354369726190477,4.16848833837138,3.0662644580108594e-05,3.465209645110704
SSBP3,3,-0.9664837113979086,0.2219100154354477,-4.355295589076522,1.328874741219578e-05,0.0107385269598087,2.144479682741928,6.737283822488653,-0.2248199530865774,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003454304900717,-0.4477827791294017,-0.0990245224871795,-1.1948507725561306,-0.2281245487804897,-1.0407771609434702,-0.3473107879920629,-4.671992726035169,2.9829152597940026e-06,3.461639331257632
ADIPOR2,3,-1.0635745729373292,0.2442130782870755,-4.355108990875107,1.3300072587025444e-05,0.0325518863225104,2.397868425746612,16.59258787824146,-0.355253458845002,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003454304900717,-1.569160818452269,-0.5453352552136752,-0.7658964660490885,-0.2339159268292689,-1.2712064836451349,-0.2865091944920621,-4.902435703831638,9.465560121204506e-07,3.461639331257632
KBTBD11,3,-2.0179017583431103,0.463410300605754,-4.354460303764026,1.3339514935372009e-05,0.414843073694173,5.724564899021129,65.06284695380099,-1.0170695253380686,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003454304900717,-3.0708027054046942,-1.5450984381880342,-1.4101446106529087,-0.4540835853658542,-1.9689832753686511,-1.0520265524603172,-7.970368385944344,1.5820206904924049e-15,3.461639331257632
STK39,3,0.9207327009581806,0.2114461059442473,4.354455698517112,1.3339795348297414e-05,0.0,1.4120538770989577,0.0,0.4217160234245409,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003454304900717,1.1794734474252115,0.5949073591965812,0.7089814839749989,0.217531243902437,1.2546344090978652,0.4527094671746043,4.495551999335516,6.938969749494112e-06,3.461639331257632
ATP6V1G2,3,-0.915465179485237,0.2103040752552834,-4.353054872445882,1.3425352983429068e-05,0.0,0.1343963440683822,0.0,-0.1943856818369715,0,3,True,"GSE30528,GSE96804,GSE104948",0.000346943667402,-0.7816116601945096,-0.1939209298547008,-0.9720314564446402,-0.1846425975609751,-0.9163843645415216,-0.2045935180952387,-4.3313938159475045,1.4816839827292426e-05,3.4597410350722915
NUP43,3,0.9171080728321704,0.2107239426950443,4.352177835621611,1.347918556660979e-05,0.0,1.271147937839544,0.0,0.2053659567062841,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003476325438872,0.5437537502896872,0.1771868387777777,0.964101451448598,0.232197853658536,1.2397104597163742,0.2067131776825386,4.383152524169016,1.1697415608703772e-05,3.4588795735092037
CRIM1,3,-0.9169737903064704,0.2107343992167892,-4.351324670839099,1.3531750419172804e-05,0.0,0.8259304071316321,0.0,-0.5408759058232236,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003482860188371,-0.840253249715335,-0.6754331716837607,-0.8137524899838178,-0.5705991463414648,-1.2996403580086138,-0.3765953994444455,-4.50254357990405,6.714498072771141e-06,3.45806395897205
ZNF280B,3,0.9152359188250476,0.2108889116968628,4.339895879118726,1.4255024302953952e-05,0.0,0.7022557967720887,0.0,0.1805586902623616,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003639725965736,1.0979486092994242,0.239860167059829,0.7635924322674205,0.117756304878049,1.1426779175146435,0.184059598849207,4.218427565947722,2.4601197598727596e-05,3.4389313130676404
TNFRSF17,3,0.9123886335473226,0.210297850287501,4.338554256736262,1.434230794440879e-05,0.0,0.3125761570802513,0.0,0.5414383462950206,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003654717195714,0.7453515125757775,0.9252776894017092,1.0164600263524846,0.2752739146341461,0.8337643019525569,0.4237634348492065,4.463232164629966,8.073249571083343e-06,3.437146223382647
KLHL4,3,0.9126621572672614,0.2105460947551129,4.334737998008383,1.4593382705016033e-05,0.0,1.125343202764966,0.0,0.3063224894993149,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003711303211979,0.5243759294630779,0.143575104076923,1.0167404353616891,0.5170117926829261,1.0958878720357268,0.2583805717380958,4.425985202169046,9.600310545033368e-06,3.4304735625173057
PLXDC1,3,1.5834019214183894,0.3653513844922965,4.333915207735516,1.4648061294384894e-05,0.213366692877014,4.244284663762629,52.87780725275466,0.5098698311704336,3,0,True,"GSE30528,GSE96804,GSE104948",0.000371781746186,1.8073705763529888,0.4434011210769231,1.071282680250938,0.3362883902439018,2.218296700338935,0.7499199821904758,6.551610682508876,5.691977614918389e-11,3.4297119371173865
CBFA2T3,3,0.9118344256221144,0.2104186649728774,4.333429383461053,1.4680438456514627e-05,0.0,0.8109594022723532,0.0,0.2315281485478967,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003718656806648,0.5954646787371393,0.2968169242393162,1.0586714103521355,0.1146232073170718,0.8994797869714031,0.283144314087302,4.3077997121448615,1.6488658769877585e-05,3.429613900655959
DPY19L4,3,-0.9160958062855808,0.2116453334857619,-4.3284479331419305,1.5016382232147892e-05,0.0,1.83823662111493,0.0,-0.3541576474956108,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003792891056881,-1.2594842035599976,-0.6903619184444445,-0.9909502116125336,-0.2122995487804857,-0.435631084163663,-0.1598114752619022,-4.412551183362242,1.0215963282507564e-05,3.4210296313480684
CERK,3,-0.912158670798511,0.2107474583341299,-4.328207220190184,1.5032799920566312e-05,0.0,0.4292363651468995,0.0,-0.3158870807034402,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003792891056881,-1.1562711339145024,-0.485241654051282,-0.8836105120003247,-0.2501591341463403,-0.7507707731723068,-0.2122604539126982,-4.392535819394506,1.1203616419796582e-05,3.4210296313480684
HIGD1B,3,0.9102084080807612,0.2103564141990129,4.326981953683789,1.5116634137132804e-05,0.0,0.6928610472656632,0.0,0.2978222512953035,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003806535115791,0.6369904468729909,0.1894068825897435,1.0581302925627605,0.5374969024390253,0.8457395645128418,0.1665629688571419,4.381180986906827,1.1803777036597704e-05,3.419470159428028
DCN,3,-1.3529179699727585,0.3128872921301354,-4.323978646630544,1.5324013540102773e-05,0.1245241998061446,3.421654457401056,41.54874418502459,-0.7494364619624859,0,3,True,"GSE30528,GSE96804,GSE104948",0.0003851174483398,-2.177091637474276,-1.3086195974786323,-1.214890648828452,-0.5339970731707346,-0.9201478971013892,-0.4056927152380911,-6.170282109700858,6.816825552054389e-10,3.414406804550391
HPGDS,3,1.6122369035469053,0.3730877492129906,4.32133434278621,1.5508846520030266e-05,0.2263672493537439,4.338786342834026,53.90416024280117,0.7853853201150075,3,0,True,"GSE30528,GSE96804,GSE104948",0.000388668196472,2.358680189867771,0.6889542404102562,1.1097783060897564,0.7624066829268292,1.727047406114253,0.9047950370079372,6.703391973258112,2.0363625301209823e-11,3.4104209949020516
IL18,3,0.9120034354052816,0.211315285718489,4.315842236894488,1.5899550718575765e-05,0.0,1.1360465807802609,0.0,0.482778789719606,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003970409246568,1.354089650331744,0.4619568034700854,0.8206946322910866,0.638864682926827,0.7453544586934939,0.3475148827619057,4.4146563026267,1.0117059672385344e-05,3.401164726394054
COL7A1,3,1.2282285105469226,0.2846071608380626,4.3155221637088985,1.592260743816306e-05,0.0859657872205534,3.0444222472094227,34.30609036465821,0.3155537051435121,3,0,True,"GSE30528,GSE96804,GSE104948",0.0003970409246568,0.7792332566152711,0.1695542388974359,1.1598255721295958,0.1148395243902444,1.9484962915439328,0.6622673521428561,5.536850091351743,3.079599218582102e-08,3.401164726394054
HLA-DQB2,3,1.0629793301221924,0.246597771441508,4.310579628957947,1.6282718112144846e-05,0.0356321758447908,2.435832148423078,17.892536179277755,0.4102724381310694,3,0,True,"GSE30528,GSE96804,GSE104948",0.000405230603289,1.5135428330795533,0.5928944947948719,0.7522145642482582,0.2791308414634139,1.3397970251432088,0.3587919781349225,4.924566489377046,8.454757820719385e-07,3.39229776386047
BUB1,3,0.9061391162288184,0.2103178372946856,4.3084273206898125,1.644194869790219e-05,0.0,0.4459408442498439,0.0,0.1742058340838324,3,0,True,"GSE30528,GSE96804,GSE104948",0.0004083988499875,0.8401974338210613,0.2643068062905982,1.0257188898634022,0.1779039390243908,0.6859583397827634,0.0804067569365081,4.20986018237744,2.555287731736684e-05,3.3889154895155538
RNF38,3,-2.008888751949301,0.466429635113476,-4.306949217453916,1.6552159108271612e-05,0.4490557733010594,6.469904973459714,69.08764490043939,-0.5557803780128553,0,3,True,"GSE30528,GSE96804,GSE104948",0.000410339572312,-1.9890103057184063,-0.791999530068376,-2.7194503913258394,-0.5542864634146358,-1.216308081770466,-0.3210551405555542,-8.906823108516527,5.251575077934495e-19,3.3868565985387713
BIRC5,3,0.9611665521943852,0.2233778322328904,4.302873488324873,1.685971293560098e-05,0.0124754931787849,2.1692819615338608,7.803594209309909,0.1741123166281001,3,0,True,"GSE30528,GSE96804,GSE104948",0.0004163502854675,0.666861707599585,0.185477262017094,1.270397331439218,0.2440996097560965,0.6215682419648068,0.0927600781111097,4.582425106442359,4.596143419941987e-06,3.3805411332347757
