gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
B4GALT4,3,-1.2822021251720008,0.270840078276512,-4.734166868254065,2.1995671293328435e-06,0.0,1.6640509233874536,0.0,-1.349108400173354,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-1.0407515692925926,-1.2684908985689844,-2.0878665181118303,-4.766507656517754,1.874466100271174e-06,False
TSPAN2,3,-1.2661757316208844,0.2684605823103274,-4.716430698035389,2.4001806982926105e-06,0.0,1.9081729926527022,0.0,-1.4160519569625005,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004094184182305387,-1.5363935481238178,-0.8365438897519519,-1.685610081336238,-4.960002475990288,7.049228113800086e-07,False
MPDZ,3,-1.2646571811462723,0.26825213454971714,-4.714434736070606,2.423826746300586e-06,0.0,1.5033930567156828,0.0,-1.1203339541813977,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004094184182305387,-1.4600490188252009,-0.8898306538997914,-1.7139619803034123,-4.609084485884035,4.044459690594471e-06,False
RABGAP1L,3,-1.2540189351747586,0.26606743281323336,-4.713162080437781,2.4390204131633525e-06,0.0,0.5974121826188978,0.0,-0.82101642062901,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004094184182305387,-1.4690985715972922,-1.0137218392272933,-1.2963421374326245,-4.489857083968297,7.127097605404841e-06,False
AMOT,3,-1.257917806074423,0.2673116265315964,-4.705810302365341,2.5285956588576932e-06,0.0,0.5842784471394931,0.0,-1.2325167434859674,0,3,True,"GSE142025,GSE162830,GSE166239",0.000418913131306495,-1.3019319335302573,-1.0508884710589748,-1.6305029455340254,-4.761020456483025,1.926165208960945e-06,False
LRPPRC,3,-1.4126342843201283,0.30029137938053,-4.704211913223237,2.5484843846699077e-06,0.04214762139169533,2.35482427177715,15.067972418569028,-1.0900635517489399,0,3,True,"GSE142025,GSE162830,GSE166239",0.000418913131306495,-1.8076309195585447,-0.9240789052586552,-1.6730271692440777,-5.333408384846588,9.638620338553243e-08,False
ANKS4B,3,-1.251876743961142,0.26663775633691267,-4.695046797420997,2.6654569571330305e-06,0.0,0.43582016478321806,0.0,-2.1106402551953276,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004336406083080602,-1.083007813917347,-1.4778589341470023,-1.2285737749402426,-4.855925322355015,1.1982585717298603e-06,False
LRRC2,3,-1.2476005067081846,0.2658280389056494,-4.693261522916312,2.6888339551132674e-06,0.0,1.595600253839193,0.0,-1.5674894521412917,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004336406083080602,-1.6670683204772956,-0.9461478117471878,-1.0533820417069282,-4.947528862109615,7.516156207915788e-07,False
WT1,3,-1.2491533995267678,0.26626163238559697,-4.691450992525121,2.712742556564426e-06,0.0,0.6232021374293856,0.0,-1.9545323576313838,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004336406083080602,-1.4270923205740873,-0.99282270091933,-1.4085084328097193,-4.899584827952652,9.60393791124517e-07,False
TXLNG,3,-1.2511400243800244,0.26718315286567673,-4.682705518521299,2.8311309927665086e-06,0.0,1.3874323375847437,0.0,-1.1293316426095938,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004444110488104833,-1.5039834299606392,-0.8776439327409691,-1.5430864678209963,-4.743331476130679,2.10231843786255e-06,False
GSTA1,3,-1.2445775313011005,0.2659811841814659,-4.679193887835263,2.880049969843514e-06,0.0,0.41111078315363037,0.0,-1.9111608336881118,0,3,True,"GSE142025,GSE162830,GSE166239",0.00044804521398287834,-1.128925369232959,-1.4747222951907608,-1.097128329660354,-4.818871699815162,1.4437235285091005e-06,False
NDUFAF7,3,-1.2528836074760863,0.2678604355509851,-4.677374636903441,2.9057110410964907e-06,0.0,0.6883966792920494,0.0,-1.2224833211844186,0,3,True,"GSE142025,GSE162830,GSE166239",0.00044804521398287834,-1.151558869153435,-1.1579103414529806,-1.7549764982254776,-4.670730420966028,3.001306060575925e-06,False
ZNF354A,3,-1.2474119190107835,0.2670137338220727,-4.67171445136979,2.986960191421072e-06,0.0,0.8625244723903482,0.0,-1.127666797512894,0,3,True,"GSE142025,GSE162830,GSE166239",0.00045653328399404173,-1.3693337198003956,-0.9660715836357658,-1.6133772353838791,-4.788322160733766,1.6818150826922186e-06,False
CAND1,3,-1.247416738285194,0.2671662261793776,-4.6690659823433975,3.025721968972012e-06,0.0,1.8321151251625913,0.0,-0.9526531126020146,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004584363442379855,-1.584397265352323,-0.8237625865074801,-1.4841272577532472,-4.602195820065929,4.180598631056388e-06,False
TAF2,3,-1.513615049845214,0.3243104584011823,-4.667179274165819,3.0536287988796614e-06,0.07651461475721213,2.6203209962980205,23.67347348566865,-1.2745264856112752,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004586761051006829,-1.8926344491431264,-0.9852320965443327,-1.886150716438327,-5.466938608304013,4.578745449461385e-08,False
PIP5K1B,3,-1.237340909978412,0.2661666892691326,-4.6487444141715395,3.3396172464108638e-06,0.0,1.7496971598782662,0.0,-1.2439729120558005,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004929022883525488,-1.630840034017779,-0.8473178314218233,-1.2748771538275998,-4.8655596338776235,1.1413339004848573e-06,False
ARG2,3,-1.3712526217133094,0.2949888167556981,-4.648490192931431,3.3437351635070488e-06,0.03928184171788652,2.3488974130272444,14.8536675587542,-1.515320912543828,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004929022883525488,-1.615599848067297,-1.6182421749113014,-0.6455830191938795,-5.350810831113647,8.756101524493367e-08,False
TRIP11,3,-1.244799709901044,0.26786597208698704,-4.6470990704889035,3.3663551603508555e-06,0.0,1.7185821522054399,0.0,-0.6944361900633691,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004929022883525488,-1.4449454590113764,-0.8496981346011752,-1.7452916918060375,-4.677589161339041,2.9026737405013095e-06,False
WDR47,3,-1.2317343855865435,0.26534175313243513,-4.642067714732293,3.449397694868131e-06,0.0,0.2662234870060772,0.0,-1.2744865669186178,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004934893252330595,-1.345731069610267,-1.0615975436439269,-1.3330242767243732,-4.598165870154505,4.262266030246281e-06,False
IL1RL1,3,-1.2276957585986268,0.26449160368144875,-4.641719213428235,3.4552218767288546e-06,0.0,0.7576202583886602,0.0,-2.0256419623354343,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004934893252330595,-1.422383794071338,-1.2575332048588657,-0.8168818511123567,-4.860370832029113,1.1716607061539452e-06,False
CREBRF,3,-1.2325237848173929,0.265532116432076,-4.641712653740989,3.4553315931148563e-06,0.0,0.836631507749338,0.0,-1.0025599319262275,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004934893252330595,-1.4822473507127254,-0.9477742504143482,-1.304291190945699,-4.595129036785738,4.324815537046738e-06,False
SECISBP2,3,-1.2712795814623445,0.27403570919025894,-4.639101908356454,3.499264821222914e-06,0.004273021076105426,2.035442422259898,1.7412638093956558,-1.4507963910717179,0,3,True,"GSE142025,GSE162830,GSE166239",0.0004957007336990898,-0.9647616065468156,-1.3234070116562495,-2.1202095952540176,-4.176114334012279,2.9653081790901182e-05,False
RNPC3,3,-1.2334273095415882,0.26608291356978336,-4.635499863534482,3.560759597169549e-06,0.0,1.9710070330311478,0.0,-1.1333568353096424,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005003441550087275,-1.6638833470525074,-0.8299440996146891,-1.2355686682668836,-4.796575610752735,1.6140105063118414e-06,False
EXOC1,3,-1.2384001434661212,0.2672812231531027,-4.6333226436813595,3.5984305073109597e-06,0.0,1.3332765068276324,0.0,-1.0831471487674194,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005015924252750893,-1.395828986020384,-0.8929140819138981,-1.6996021520976388,-4.616531291447377,3.902072091860248e-06,False
EXTL2,3,-1.2297635676878143,0.26551721202078715,-4.631577585228399,3.628899600213115e-06,0.0,0.8618220386235697,0.0,-0.8764015703880849,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005018249732866136,-1.476283528035278,-0.9381037260198618,-1.3240975359389249,-4.687949066143893,2.759566747118505e-06,False
THRB,3,-1.2324913947432192,0.2662010256030308,-4.629927296302598,3.657941448103849e-06,0.0,0.28230572239405183,0.0,-0.8704457630422207,0,3,True,"GSE142025,GSE162830,GSE166239",0.000501858045604421,-1.1844091534560235,-1.148419747759312,-1.5362113652489893,-4.570373148069463,4.868565487307924e-06,False
GPR52,3,-1.2309281402221564,0.26605849996499525,-4.6265319107794225,3.7183959890736283e-06,0.0,1.7628485451956162,0.0,-0.7751385114766359,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005044305897332785,-1.614990446827693,-0.8329019854783747,-1.3045381357738906,-4.739310237458685,2.1444695861439473e-06,False
CLNK,3,-1.3153945044531492,0.28440354343910085,-4.625098859694108,3.7441977504248287e-06,0.022300890109150446,2.1935942927408787,8.825437474082054,-1.5622764722391025,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005044305897332785,-1.7014975664306395,-0.8511495020910724,-1.5403959150176962,-5.1345400065887725,2.8283492754684514e-07,False
ACADSB,3,-1.3760734266347237,0.29769405559201984,-4.622441734344163,3.792493529330779e-06,0.03713271045837806,2.307319784536781,13.319340760495352,-1.4983471454555506,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005044305897332785,-1.573447564838305,-0.9192476149227188,-2.0370458254512087,-5.260503985672454,1.4366108987979797e-07,False
ANKRD46,3,-1.2326975628800005,0.2669092580540876,-4.618414407454543,3.8668341884196505e-06,0.0,1.5896645342666187,0.0,-1.1514659882788292,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005098812755570623,-1.4807923990265024,-0.8378561087109683,-1.5971330985965226,-4.777739358368672,1.7727696330350206e-06,False
DLG2,3,-1.2406993539383266,0.2687201896783854,-4.6170678705728925,3.892000094644702e-06,0.0,1.810644246501623,0.0,-1.3089960325108416,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005098812755570623,-1.289741148735068,-0.9170813447380092,-2.0005834275136043,-4.7645252638550595,1.89298799858577e-06,False
KIF16B,3,-1.3439108820426773,0.2913652761160667,-4.612460688374287,3.979298213218328e-06,0.03101740680960279,2.265005249366853,11.69998389367667,-0.96753186247487,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005160285373277463,-1.691476003478839,-0.8649048335281585,-1.6840473613274338,-5.031169135506842,4.874978348803042e-07,False
ZNF326,3,-1.2187668170429515,0.264289833167226,-4.6114782488503545,3.998154989626133e-06,0.0,0.8141453064336617,0.0,-0.5811487203394302,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005160285373277463,-1.508474647563662,-1.058937145949448,-0.9666258400468368,-4.330374228788109,1.488561477637869e-05,False
MYEF2,3,-1.3549860364923636,0.2941830557416203,-4.605928213902442,4.106300395213599e-06,0.03681186613138902,2.3194848274720705,13.773956340997772,-1.0500435966316883,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005260895447514834,-1.8189396558902224,-0.90264065243542,-1.4023091599539108,-4.981517838466818,6.308746742357309e-07,False
MTR,3,-1.2261776848573844,0.26658992224136563,-4.599490012781599,4.235264956439391e-06,0.0,0.9353506941481351,0.0,-0.591534505843129,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005347482362391301,-1.3139571758913455,-0.952056026856338,-1.6670136396154942,-4.368012884093057,1.2538209849479398e-05,False
MPP1,3,-1.233193839998994,0.26828244749684244,-4.5966251296164575,4.293891464412617e-06,0.0,1.8960071454528298,0.0,-0.9992351627535646,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005358154646809943,-1.3415572952563015,-0.8667828858492884,-1.9347006171358192,-4.605092581392634,4.122824008032494e-06,False
PDHX,3,-1.2263381732340715,0.2668626953588429,-4.595390043501766,4.319405234571459e-06,0.0,1.2171941173726102,0.0,-1.0385544853613553,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005358154646809943,-1.350940554026886,-0.9056947090548888,-1.7037946844095035,-4.6428923171336685,3.435654339080178e-06,False
MCUR1,3,-1.2214500273326132,0.26584798241227753,-4.594543153005338,4.336983740649584e-06,0.0,1.2008287805731812,0.0,-1.1912872947503008,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005358154646809943,-1.4704807204602195,-0.8728003208200589,-1.4518715341059365,-4.756057883862551,1.974098878813612e-06,False
LMX1B,3,-1.2141140289691175,0.2643844055048208,-4.592230115278033,4.385344319468027e-06,0.0,1.4581172159986453,0.0,-1.6709039156907206,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005358154646809943,-1.612586620643384,-0.990734715870872,-0.905792009047643,-4.836642680642281,1.320504953726943e-06,False
BTC,3,-1.2143544530380728,0.26446995436281073,-4.591653732325947,4.397475404578867e-06,0.0,0.8636913870159089,0.0,-1.186175264029384,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005358154646809943,-1.5088778413117752,-0.970525452338976,-1.1129981781319216,-4.7369811135696205,2.169253728217868e-06,False
DCUN1D5,3,-1.2166223881546958,0.26508820179437914,-4.5895003244934784,4.443083078156303e-06,0.0,1.8176512889943177,0.0,-0.991174926949252,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005376130524569127,-1.6537452856466144,-0.8638040534650799,-1.096805279842261,-4.6726449590326276,2.9734551454644055e-06,False
ACOX2,3,-1.2344516870778315,0.2692451052759419,-4.58486213078108,4.542860943361738e-06,0.0,1.7652653817331205,0.0,-1.5601236913099197,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005452503647881286,-1.0409064126811245,-1.145365963351983,-2.0997301002637827,-4.791637631218375,1.6542548168089167e-06,False
FHIT,3,-1.2097919936679906,0.2639350622114392,-4.583672906250032,4.568787491911545e-06,0.0,0.9964714820294367,0.0,-1.178923314054837,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005452503647881286,-1.4499876776444325,-1.2214940096736102,-0.7551414800113092,-4.73601810089919,2.1795812986371877e-06,False
SLC17A5,3,-1.2189483908616687,0.2660973649670598,-4.580836007198201,4.631208977121608e-06,0.0,0.6935535180690764,0.0,-1.3163192208869992,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005489400354922919,-1.2724590096775454,-0.9920920458711056,-1.6184043562542991,-4.732829772346757,2.2141116982629923e-06,False
EXPH5,3,-1.3185768226812629,0.2885279072545317,-4.570014856545746,4.876896411441531e-06,0.02950753069344441,2.2583412619515815,11.439425312024444,-1.0884310017402015,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005730587489578108,-1.7640544728583114,-0.867585713623301,-1.39534763274824,-5.089824312826588,3.5839541039355e-07,False
ARMC1,3,-1.280036970200944,0.2801566586456154,-4.569004272070965,4.900467951946385e-06,0.02068603491548289,2.1887285887010015,8.62274974043314,-1.3277517587262102,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005730587489578108,-1.7454514429588317,-1.154163291404762,-0.738830195046811,-4.979842574962601,6.36360155311207e-07,False
PLG,3,-1.2050522102970875,0.26417285651608857,-4.561604951353879,5.076409103237834e-06,0.0,0.04773502519571056,0.0,-2.1664125104958267,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005826120744989702,-1.1827066972392704,-1.275083083096179,-1.1243845423961212,-4.71772257199982,2.3849941729720276e-06,False
SLC6A13,3,-1.2074799011140602,0.26471960507975606,-4.561354270494112,5.082474479100291e-06,0.0,0.21372312113673628,0.0,-1.6557166198543714,0,3,True,"GSE142025,GSE162830,GSE166239",0.0005826120744989702,-1.094147885412265,-1.3658242577992707,-1.1706761686104936,-4.6906657171895745,2.7231756688705143e-06,False
JAKMIP1,3,1.270573080564567,0.2788652245328253,4.556226337267835,5.208081614233646e-06,0.01216022673330198,2.1016413855031235,4.83628587656457,1.6277561944834613,3,0,True,"GSE142025,GSE162830,GSE166239",0.0005931085885386081,1.2618016455663912,0.962551924676655,2.1710435320996195,4.9354193498007595,7.997872576292283e-07,False
PHF3,3,-1.202340447129796,0.26419329454204094,-4.55098775013939,5.339465708079153e-06,0.0,0.18836238524483997,0.0,-1.03577687653082,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006002248419198139,-1.3077294223584728,-1.060390399113735,-1.2605764787601568,-4.334014800503376,1.4641432472092259e-05,False
CA10,3,-1.4399956791914084,0.3167177486871019,-4.546621353431119,5.451394349722275e-06,0.06589235626647605,2.5390306563825487,21.229781335154325,-1.6315716538668799,0,3,True,"GSE142025,GSE162830,GSE166239",0.000608878815061288,-1.710817685226108,-0.9326228217780496,-2.0102885162310185,-5.477677884585274,4.3094369887220886e-08,False
ATP7A,3,-1.2022584944464485,0.26488666065901406,-4.538765717591584,5.658446072689974e-06,0.0,1.9834890166558374,0.0,-1.080820949778614,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006279793908952236,-1.6455225577814678,-0.8127706699835144,-1.149476155675261,-4.5648630756093915,4.998204595441639e-06,False
ATPAF1,3,-1.2179444287972,0.26873931993753986,-4.532066349949362,5.8409496259230865e-06,0.0,1.9995449273402786,0.0,-1.2649978422186097,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006383150491353188,-1.1419798007143358,-0.9847652365347228,-2.139192073664515,-4.623530788967515,3.772627141971288e-06,False
NAA16,3,-1.2768415672978541,0.28199232395724494,-4.527930226538528,5.956424140111548e-06,0.020418225730206633,2.1787994015165215,8.206326906096578,-0.9307316261841345,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006383150491353188,-1.645262390096958,-0.8131192566634391,-1.534782637692066,-4.784439658721052,1.7146499721818413e-06,False
PCK1,3,-1.3002050431914438,0.2871635077207727,-4.527751640559133,5.961458882471417e-06,0.03085250160509558,2.280299413736607,12.292219699223406,-2.03817199050323,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006383150491353188,-1.71078396162647,-1.3041297288644458,-0.6537159083788587,-5.1957273804625,2.0392091496998078e-07,False
F5,3,-1.194511724447704,0.2638317977370522,-4.527550260026707,5.9671411405900065e-06,0.0,1.4935475164683696,0.0,-1.156215053421746,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006383150491353188,-1.5991502177989372,-0.940535736140718,-0.9321200583699044,-4.731956343238719,2.2236624469453056e-06,False
OSBPL9,3,-1.1967960140547018,0.26518937725589675,-4.512986253215728,6.392116668357348e-06,0.0,1.6054534882348135,0.0,-1.0405878177331507,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006758981110832165,-1.5126725898455409,-0.8004658713373823,-1.4015674819223392,-4.478665018151122,7.5111294456894e-06,False
ALDH3A2,3,-1.2000708243277238,0.2659331664494135,-4.512678280601019,6.401408608136798e-06,0.0,1.1590182498909454,0.0,-1.2040095489732672,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006758981110832165,-1.311722262182847,-0.8913378272559436,-1.675266635277039,-4.644285554141839,3.4125529767889064e-06,False
ORC3,3,-1.192241958255092,0.26427167446322714,-4.5114254513908945,6.439341508253784e-06,0.0,0.7393905890973178,0.0,-1.092476817207597,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006758981110832165,-1.4043308264553045,-0.917925046485568,-1.3173969664796692,-4.614798694142543,3.9347651150497325e-06,False
PEX14,3,-1.1898459265418146,0.2638698765379867,-4.509214701400462,6.50680329860588e-06,0.0,0.8165591326406814,0.0,-1.1191881809296542,0,3,True,"GSE142025,GSE162830,GSE166239",0.0006788894651192147,-1.455744442636932,-0.9237671006731872,-1.1871249443097878,-4.571121521925845,4.851208390660291e-06,False
